X,Y,Z
1.959999990463256792e+00,4.569803376057033489e-02,1.689267631593251107e+00
1.959999990463256792e+00,6.251284332541322264e-02,1.736012201742169303e+00
1.959999990463256792e+00,7.661089070435794790e-02,1.784001413948032244e+00
1.959999990463256792e+00,8.833256719317292283e-02,1.836055163593195871e+00
1.959999990463256792e+00,9.711747027708335367e-02,1.889690982127747221e+00
1.959999990463256792e+00,1.025317440469170061e-01,1.944418955699150686e+00
1.959999990463256792e+00,1.042053623279191044e-01,2.000000000000000000e+00
1.959999990463256792e+00,1.025317440469170061e-01,2.055581044300849314e+00
1.959999990463256792e+00,9.711747387244240581e-02,2.110309021402432705e+00
1.959999990463256792e+00,8.833257794031751375e-02,2.163944829333797060e+00
1.959999990463256792e+00,7.661089070435794790e-02,2.215998586051967756e+00
1.959999990463256792e+00,6.251288818074794695e-02,2.263987768961140290e+00
1.959999990463256792e+00,4.569803376057033489e-02,2.310732368406748893e+00
1.959999990463256792e+00,-6.329221169377842807e-04,2.410329991853709775e+00
1.959999990463256792e+00,1.982719078660011292e-02,2.370729207992553711e+00
1.959999990463256792e+00,3.981010830820422286e-02,2.325562628236494511e+00
1.959999990463256792e+00,5.420536233291906036e-02,2.276064872686486495e+00
1.959999990463256792e+00,5.420536233291906036e-02,2.220851898149188930e+00
1.959999990463256792e+00,5.420536233291906036e-02,2.165638923611891808e+00
1.959999990463256792e+00,5.420536233291906036e-02,2.110425949074594687e+00
1.959999990463256792e+00,5.420536233291906036e-02,2.055212974537297121e+00
1.959999990463256792e+00,5.420536233291906036e-02,2.000000000000000000e+00
1.959999990463256792e+00,5.420536233291906036e-02,1.944787025462702656e+00
1.959999990463256792e+00,5.420536233291906036e-02,1.889574050925405535e+00
1.959999990463256792e+00,5.420536233291906036e-02,1.834361076388108192e+00
1.959999990463256792e+00,5.420536233291906036e-02,1.779148101850811070e+00
1.959999990463256792e+00,5.420536233291906036e-02,1.723935127313513727e+00
1.959999990463256792e+00,3.981010830820422286e-02,1.674437371763505711e+00
1.959999990463256792e+00,1.982719078660011292e-02,1.629270792007446289e+00
1.959999990463256792e+00,-6.330141474516076672e-04,1.589669954042042255e+00
1.959999990463256792e+00,-4.102772263161098831e-02,1.523156030072625233e+00
1.959999990463256792e+00,-1.858234591782093048e-02,1.558296203613281250e+00
1.959999990463256792e+00,4.069242800883245831e-03,1.598434182076758470e+00
1.959999990463256792e+00,4.205362337919016369e-03,1.651916014590362414e+00
1.959999990463256792e+00,4.205362337919016369e-03,1.705467406131021324e+00
1.959999990463256792e+00,4.205362337919016369e-03,1.759018797671680012e+00
1.959999990463256792e+00,4.205362337919016369e-03,1.812570189212338923e+00
1.959999990463256792e+00,4.205362337919016369e-03,1.866121580752997833e+00
1.959999990463256792e+00,4.205362337919016369e-03,1.919672972293656521e+00
1.959999990463256792e+00,4.205362337919016369e-03,1.973224363834315431e+00
1.959999990463256792e+00,4.205362337919016369e-03,2.026775755374974342e+00
1.959999990463256792e+00,4.205362337919016369e-03,2.080327146915633030e+00
1.959999990463256792e+00,4.205362337919016369e-03,2.133878538456292162e+00
1.959999990463256792e+00,4.205362337919016369e-03,2.187429929996950850e+00
1.959999990463256792e+00,4.205362337919016369e-03,2.240981321537609539e+00
1.959999990463256792e+00,4.205362337919016369e-03,2.294532713078268227e+00
1.959999990463256792e+00,4.205362337919016369e-03,2.348084104618927359e+00
1.959999990463256792e+00,4.069235847233277498e-03,2.401565933809841624e+00
1.959999990463256792e+00,-1.858234591782093048e-02,2.441703796386718750e+00
1.959999990463256792e+00,-4.102772263161088423e-02,2.476844089136664095e+00
1.959999990463256792e+00,-8.712262425986758152e-02,2.539067221629114357e+00
1.959999990463256792e+00,-6.144284465422478192e-02,2.505797291776209246e+00
1.959999990463256792e+00,-4.579463765708102763e-02,2.462427695499759039e+00
1.959999990463256792e+00,-4.579463765708102763e-02,2.408024430193358434e+00
1.959999990463256792e+00,-4.579463765708102763e-02,2.353621164886958272e+00
1.959999990463256792e+00,-4.579463765708102763e-02,2.299217899580557667e+00
1.959999990463256792e+00,-4.579463765708102763e-02,2.244814634274157061e+00
1.959999990463256792e+00,-4.579463765708102763e-02,2.190411368967756900e+00
1.959999990463256792e+00,-4.579463765708102763e-02,2.136008103661356294e+00
1.959999990463256792e+00,-4.579463765708102763e-02,2.081604838354955689e+00
1.959999990463256792e+00,-4.579463765708102763e-02,2.027201573048555527e+00
1.959999990463256792e+00,-4.579463765708102763e-02,1.972798307742155144e+00
1.959999990463256792e+00,-4.579463765708102763e-02,1.918395042435754538e+00
1.959999990463256792e+00,-4.579463765708102763e-02,1.863991777129354155e+00
1.959999990463256792e+00,-4.579463765708102763e-02,1.809588511822953771e+00
1.959999990463256792e+00,-4.579463765708102763e-02,1.755185246516553388e+00
1.959999990463256792e+00,-4.579463765708102763e-02,1.700781981210152782e+00
1.959999990463256792e+00,-4.579463765708102763e-02,1.646378715903752399e+00
1.959999990463256792e+00,-4.579463765708102763e-02,1.591975450597352015e+00
1.959999990463256792e+00,-4.579463765708102763e-02,1.537572185290951632e+00
1.959999990463256792e+00,-6.144295693939848951e-02,1.494202668187625482e+00
1.959999990463256792e+00,-8.712274315560013249e-02,1.460932631310566165e+00
1.959999990463256792e+00,-1.203982706357151766e-01,1.422587535727996677e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.451621947190868234e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.503848428410785587e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.556074909630702940e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.608301390850620294e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.660527872070537647e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.712754353290454779e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.764980834510372132e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.817207315730289485e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.869433796950206617e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.921660278170123970e+00
1.959999990463256792e+00,-9.579463765208107162e-02,1.973886759390041323e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.026113240609958677e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.078339721829876030e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.130566203049793383e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.182792684269710293e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.235019165489627646e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.287245646709544999e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.339472127929462353e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.391698609149379706e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.443925090369297060e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.496151571589214413e+00
1.959999990463256792e+00,-9.579463765208107162e-02,2.548378052809131766e+00
1.959999990463256792e+00,-1.203983646046474232e-01,2.577412469827458530e+00
1.959999990463256792e+00,-1.713010072708129883e-01,2.628634691238403320e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.602841033814978555e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.550420074352806488e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.497999114890634420e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.445578155428462352e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.393157195966290285e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.340736236504118217e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.288315277041946150e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.235894317579774082e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.183473358117602015e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.131052398655429947e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.078631439193257879e+00
1.959999990463256792e+00,-1.457946376470811156e-01,2.026210479731085812e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.973789520268913966e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.921368560806741899e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.868947601344569831e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.816526641882397763e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.764105682420225696e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.711684722958053628e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.659263763495881561e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.606842804033709493e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.554421844571537648e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.502000885109365358e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.449579925647193290e+00
1.959999990463256792e+00,-1.457946376470811156e-01,1.397158966185021445e+00
1.959999990463256792e+00,-1.713010072708129883e-01,1.371365308761596680e+00
1.959999990463256792e+00,-2.218586199551151605e-01,1.328609082848998257e+00
1.959999990463256792e+00,-1.966792158088196962e-01,1.349087165768527719e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.400233136402980083e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.452386776715764549e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.504540417028548793e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.556694057341333259e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.608847697654117503e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.661001337966901747e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.713154978279686214e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.765308618592470458e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.817462258905254924e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.869615899218039168e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.921769539530823412e+00
1.959999990463256792e+00,-1.957946376420811596e-01,1.973923179843607656e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.026076820156392344e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.078230460469176588e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.130384100781960832e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.182537741094745076e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.234691381407529320e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.286845021720314008e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.338998662033098253e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.391152302345882497e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.443305942658666741e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.495459582971450985e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.547613223284235673e+00
1.959999990463256792e+00,-1.957946376420811596e-01,2.599766863597019473e+00
1.959999990463256792e+00,-1.966792158088196962e-01,2.650912834231472281e+00
1.959999990463256792e+00,-2.218586581811668734e-01,2.671391024039204254e+00
1.959999990463256792e+00,-2.631768808052374342e-01,2.702106113834465972e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.674282176019143975e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.622414316325363703e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.570546456631583432e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.518678596937803160e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.466810737244022889e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.414942877550242617e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.363075017856462345e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.311207158162681630e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.259339298468901802e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.207471438775121086e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.155603579081340815e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.103735719387560543e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.051867859693780272e+00
1.959999990463256792e+00,-2.457946376370812036e-01,2.000000000000000000e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.948132140306219728e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.896264280612439457e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.844396420918659185e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.792528561224878914e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.740660701531098642e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.688792841837318148e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.636924982143538099e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.585057122449757605e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.533189262755977333e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.481321403062197062e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.429453543368416568e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.377585683674636297e+00
1.959999990463256792e+00,-2.457946376370812036e-01,1.325717823980856025e+00
1.959999990463256792e+00,-2.631769430657354691e-01,1.297893851076192151e+00
1.959999990463256792e+00,-3.139408465810039628e-01,1.265471225858926685e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.287390709065861838e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.340176582468390443e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.392962455870919269e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.445748329273448096e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.498534202675976701e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.551320076078505528e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.604105949481034354e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.656891822883562959e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.709677696286091786e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.762463569688620613e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.815249443091149439e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.868035316493678044e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.920821189896206871e+00
1.959999990463256792e+00,-2.957946376320811921e-01,1.973607063298735698e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.026392936701264524e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.079178810103793129e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.131964683506321734e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.184750556908850783e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.237536430311379387e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.290322303713907992e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.343108177116437041e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.395894050518965646e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.448679923921494250e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.501465797324023299e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.554251670726551904e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.607037544129080509e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.659823417531609557e+00
1.959999990463256792e+00,-2.957946376320811921e-01,2.712609290934138606e+00
1.959999990463256792e+00,-3.139409038368196625e-01,2.734528856630838334e+00
1.959999990463256792e+00,-3.581223867885007239e-01,2.759039838253811272e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.730311548563807200e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.678146433694632123e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.625981318825457045e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.573816203956281523e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.521651089087106445e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.469485974217931368e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.417320859348756290e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.365155744479581212e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.312990629610406135e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.260825514741230613e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.208660399872055535e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.156495285002880458e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.104330170133705380e+00
1.959999990463256792e+00,-3.457946376270811806e-01,2.052165055264530302e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.999999940395355225e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.947834825526180147e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.895669710657004847e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.843504595787829770e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.791339480918654692e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.739174366049479392e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.687009251180304314e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.634844136311129237e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.582679021441954159e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.530513906572779081e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.478348791703603782e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.426183676834428704e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.374018561965253626e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.321853447096078327e+00
1.959999990463256792e+00,-3.457946376270811806e-01,1.269688332226903249e+00
1.959999990463256792e+00,-3.581225137791057556e-01,1.240960135269888687e+00
1.959999990463256792e+00,-4.036414660107003893e-01,1.218986377745853167e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.255375035752766211e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.308562533198997180e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.361750030645228371e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.414937528091459118e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.468125025537690087e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.521312522983921056e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.574500020430152247e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.627687517876382994e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.680875015322614185e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.734062512768844933e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.787250010215076124e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.840437507661306871e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.893625005107538062e+00
1.959999990463256792e+00,-3.957946376220811691e-01,1.946812502553769031e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.000000000000000000e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.053187497446230747e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.106374994892461938e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.159562492338692685e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.212749989784923876e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.265937487231155067e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.319124984677385815e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.372312482123617006e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.425499979569847753e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.478687477016078944e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.531874974462310135e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.585062471908540882e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.638249969354771629e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.691437466801002820e+00
1.959999990463256792e+00,-3.957946376220811691e-01,2.744624964247233567e+00
1.959999990463256792e+00,-4.036414628517304704e-01,2.781013511780408454e+00
1.959999990463256792e+00,-4.536079163424053817e-01,2.801199402931913163e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.770008679205188340e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.716904632363450922e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.663800585521713948e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.610696538679976975e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.557592491838239557e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.504488444996502583e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.451384398154765609e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.398280351313028191e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.345176304471291218e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.292072257629554244e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.238968210787816826e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.185864163946079852e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.132760117104342878e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.079656070262605461e+00
1.959999990463256792e+00,-4.457946376170811575e-01,2.026552023420868487e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.973447976579131291e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.920343929737394317e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.867239882895657122e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.814135836053920148e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.761031789212182952e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.707927742370445978e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.654823695528708782e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.601719648686971365e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.548615601845234391e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.495511555003497417e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.442407508161760443e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.389303461320023025e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.336199414478285830e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.283095367636548856e+00
1.959999990463256792e+00,-4.457946376170811575e-01,1.229991320794811660e+00
1.959999990463256792e+00,-4.536079678820268413e-01,1.198800548905496921e+00
1.959999990463256792e+00,-5.006654546255735472e-01,1.182993441710250782e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.219042766995457328e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.271106578555450506e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.323170390115443684e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.375234201675436863e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.427298013235430041e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.479361824795423441e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.531425636355416398e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.583489447915409798e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.635553259475402754e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.687617071035396155e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.739680882595389333e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.791744694155382511e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.843808505715375690e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.895872317275368868e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.947936128835362046e+00
1.959999990463256792e+00,-4.957946376120811460e-01,1.999999940395355225e+00
1.959999990463256792e+00,-4.957946376120811460e-01,2.052063751955348625e+00
1.959999990463256792e+00,-4.957946376120811460e-01,2.104127563515341581e+00
1.959999990463256792e+00,-4.957946376120811460e-01,2.156191375075334982e+00
1.959999990463256792e+00,-4.957946376120811460e-01,2.208255186635327938e+00
1.959999990463256792e+00,-4.957946376120811460e-01,2.260318998195321338e+00
